ID,COLLECTION,CAT_ID,CODE,GENUS,SPECIES,SPEC_TYPE,NOTES,MORPH,MEASURE
800,Carnegie MNH,P38446,DBPA,Forpus,modestus,skin study,left wing,culmen_SL,1.150
802,Carnegie MNH,P87913,DBPA,Forpus,modestus,skin study,left wing,culmen_SL,1.100
804,Carnegie MNH,P88239,DBPA,Forpus,modestus,skin study,left wing,culmen_SL,1.125
806,Carnegie MNH,P72174,GRMA,Orthopsittaca,manilatus,skin study,left wing,culmen_SL,2.157
808,Carnegie MNH,P72387,GRMA,Orthopsittaca,manilatus,skin study,left wing,culmen_SL,2.662
810,Carnegie MNH,P82626,GRMA,Orthopsittaca,manilatus,skin study,left wing,culmen_SL,2.810
816,Carnegie MNH,P38342,WBPA,Pionites,leucogaster,skin study,left wing,culmen_SL,2.220
818,Carnegie MNH,P38425,WBPA,Pionites,leucogaster,skin study,left wing,culmen_SL,2.520
820,Carnegie MNH,P86662,WBPA,Pionites,leucogaster,skin study,left wing,culmen_SL,2.590
825,Carnegie MNH,P119787,BHPA,Pionus,menstruus,skin study,left wing,culmen_SL,2.580
827,Carnegie MNH,P78906,BHPA,Pionus,menstruus,skin study,left wing,culmen_SL,2.290
829,Carnegie MNH,P78938,BHPA,Pionus,menstruus,skin study,left wing,culmen_SL,2.340
831,Carnegie MNH,P78939,BHPA,Pionus,menstruus,skin study,left wing,culmen_SL,2.660
834,Carnegie MNH,P120511,WEPA,Psittacara,leucophthalmus,skin study,left wing,culmen_SL,2.640
836,Carnegie MNH,P38274,WEPA,Psittacara,leucophthalmus,skin study,left wing,culmen_SL,2.660
838,Carnegie MNH,P44074,WEPA,Psittacara,leucophthalmus,skin study,left wing,culmen_SL,2.780
840,Carnegie MNH,P72833,WEPA,Psittacara,leucophthalmus,skin study,left wing,culmen_SL,2.630
845,Carnegie MNH,P91957,OCPA,Pyrilia,barrabandi,skin study,left wing,culmen_SL,2.250
847,Carnegie MNH,P91958,OCPA,Pyrilia,barrabandi,skin study,left wing,culmen_SL,2.110
849,Carnegie MNH,P96921,OCPA,Pyrilia,barrabandi,skin study,left wing,culmen_SL,2.390
851,Florida MNH,10046,MEPA,Amazona,farinosa,skin study,left wing,culmen_CL,4.200
853,Florida MNH,12524,BYMA,Ara,ararauna,skin study,right wing,culmen_CL,7.700
855,Florida MNH,15624,RGMA,Ara,chloropterus,skin study,right wing,culmen_CL,7.400
858,Florida MNH,4491,SCMA,Ara,macao,skin study,right wing,culmen_CL,9.000
859,Florida MNH,4491,SCMA,Ara,macao,skin study,left wing,culmen_CL,6.900
862,Florida MNH,37643,SCMA,Ara,macao,skin study,right wing,culmen_CL,7.500
865,Florida MNH,37638,DHPA,Aratinga,weddellii,skin study,left wing,culmen_CL,2.400
867,Florida MNH,37652,CWPA,Brotogeris,cyanoptera,skin study,right wing,culmen_CL,2.200
869,Florida MNH,39658,WBPA,Pionites,leucogaster,skin study,right wing,culmen_CL,2.700
870,Florida MNH,19167,OCPA,Pionopsitta,barrabandi,skin study,right wing,culmen_CL,2.500
872,Florida MNH,12378,BHPA,Pionus,menstruus,skin study,right wing,culmen_CL,3.200
873,Florida MNH,19166,BHPA,Pionus,menstruus,skin study,left wing,culmen_CL,3.100
876,Carnegie MNH,P33810,MEPA,Amazona,farinosa,skin study,left wing,culmen_CL,4.600
878,Carnegie MNH,P32229,MEPA,Amazona,farinosa,skin study,left wing,culmen_CL,4.500
880,Carnegie MNH,P61975,MEPA,Amazona,farinosa,skin study,left wing,culmen_CL,4.600
882,Carnegie MNH,P67902,MEPA,Amazona,farinosa,skin study,left wing,culmen_CL,3.900
884,Carnegie MNH,P83121,MEPA,Amazona,farinosa,skin study,left wing,culmen_CL,5.900
890,Carnegie MNH,P60438,YCPA,Amazona,ochrocephala,skin study,left wing,culmen_CL,4.500
892,Carnegie MNH,P84234,YCPA,Amazona,ochrocephala,skin study,left wing,culmen_CL,4.100
894,Carnegie MNH,P96477,YCPA,Amazona,ochrocephala,skin study,left wing,culmen_CL,4.700
896,Carnegie MNH,P96478,YCPA,Amazona,ochrocephala,skin study,left wing,culmen_CL,4.400
901,Carnegie MNH,P42994,BYMA,Ara,ararauna,skin study,left wing,culmen_CL,8.500
903,Carnegie MNH,P38264,BYMA,Ara,ararauna,skin study,left wing,culmen_CL,7.900
905,Carnegie MNH,P38309,BYMA,Ara,ararauna,skin study,left wing,culmen_CL,7.000
907,Carnegie MNH,P43728,BYMA,Ara,ararauna,skin study,left wing,culmen_CL,7.500
909,Carnegie MNH,P33815,RGMA,Ara,chloropterus,skin study,left wing,culmen_CL,9.500
911,Carnegie MNH,P36190,RGMA,Ara,chloropterus,skin study,left wing,culmen_CL,9.900
913,Carnegie MNH,P42862,RGMA,Ara,chloropterus,skin study,left wing,culmen_CL,9.200
915,Carnegie MNH,P44057,RGMA,Ara,chloropterus,skin study,left wing,culmen_CL,9.600
917,Carnegie MNH,P51882,RGMA,Ara,chloropterus,skin study,left wing,culmen_CL,9.500
920,Carnegie MNH,P32371,SCMA,Ara,macao,skin study,left wing,culmen_CL,8.000
922,Carnegie MNH,P68662,SCMA,Ara,macao,skin study,left wing,culmen_CL,8.200
924,Carnegie MNH,P93893,SCMA,Ara,macao,skin study,left wing,culmen_CL,8.500
928,Carnegie MNH,P120034,GRMA,Ara,severus,skin study,left wing,culmen_CL,4.000
930,Carnegie MNH,P120035,GRMA,Ara,severus,skin study,left wing,culmen_CL,4.200
932,Carnegie MNH,P78949,GRMA,Ara,severus,skin study,left wing,culmen_CL,4.500
934,Carnegie MNH,P78988,GRMA,Ara,severus,skin study,left wing,culmen_CL,4.200
936,Carnegie MNH,P93528,GRMA,Ara,severus,skin study,left wing,culmen_CL,4.500
938,Carnegie MNH,P44066,DHPA,Aratinga,weddellii,skin study,left wing,culmen_CL,2.300
940,Carnegie MNH,P44067,DHPA,Aratinga,weddellii,skin study,left wing,culmen_CL,2.400
942,Carnegie MNH,P44069,DHPA,Aratinga,weddellii,skin study,left wing,culmen_CL,2.300
944,Carnegie MNH,P44070,DHPA,Aratinga,weddellii,skin study,left wing,culmen_CL,2.200
946,Carnegie MNH,P79544,DHPA,Aratinga,weddellii,skin study,left wing,culmen_CL,2.200
948,Carnegie MNH,P79897,DHPA,Aratinga,weddellii,skin study,left wing,culmen_CL,2.300
950,Carnegie MNH,P79898,DHPA,Aratinga,weddellii,skin study,left wing,culmen_CL,2.500
952,Carnegie MNH,P94676,DHPA,Aratinga,weddellii,skin study,left wing,culmen_CL,2.200
956,Carnegie MNH,P125060,CWPA,Brotogeris,cyanoptera,skin study,left wing,culmen_CL,2.500
958,Carnegie MNH,P95683,CWPA,Brotogeris,cyanoptera,skin study,left wing,culmen_CL,2.000
960,Carnegie MNH,P95790,CWPA,Brotogeris,cyanoptera,skin study,left wing,culmen_CL,2.000
962,Carnegie MNH,P143555,0,Brotogeris,tirica,skin study,left wing,culmen_CL,1.900
964,Carnegie MNH,P143559,0,Brotogeris,tirica,skin study,left wing,culmen_CL,2.000
968,Carnegie MNH,P38445,DBPA,Forpus,modestus,skin study,left wing,culmen_CL,1.200
970,Carnegie MNH,P38446,DBPA,Forpus,modestus,skin study,left wing,culmen_CL,1.200
972,Carnegie MNH,P87913,DBPA,Forpus,modestus,skin study,left wing,culmen_CL,1.200
974,Carnegie MNH,P88239,DBPA,Forpus,modestus,skin study,left wing,culmen_CL,1.200
976,Carnegie MNH,P72174,GRMA,Orthopsittaca,manilatus,skin study,left wing,culmen_CL,3.000
978,Carnegie MNH,P72387,GRMA,Orthopsittaca,manilatus,skin study,left wing,culmen_CL,3.000
980,Carnegie MNH,P82626,GRMA,Orthopsittaca,manilatus,skin study,left wing,culmen_CL,3.200
986,Carnegie MNH,P38342,WBPA,Pionites,leucogaster,skin study,left wing,culmen_CL,2.900
988,Carnegie MNH,P38425,WBPA,Pionites,leucogaster,skin study,left wing,culmen_CL,3.100
990,Carnegie MNH,P86662,WBPA,Pionites,leucogaster,skin study,left wing,culmen_CL,2.900
995,Carnegie MNH,P119787,BHPA,Pionus,menstruus,skin study,left wing,culmen_CL,2.900
997,Carnegie MNH,P78906,BHPA,Pionus,menstruus,skin study,left wing,culmen_CL,2.900
999,Carnegie MNH,P78938,BHPA,Pionus,menstruus,skin study,left wing,culmen_CL,2.800
1001,Carnegie MNH,P78939,BHPA,Pionus,menstruus,skin study,left wing,culmen_CL,2.900
1004,Carnegie MNH,P120511,WEPA,Psittacara,leucophthalmus,skin study,left wing,culmen_CL,3.100
1006,Carnegie MNH,P38274,WEPA,Psittacara,leucophthalmus,skin study,left wing,culmen_CL,2.900
1008,Carnegie MNH,P44074,WEPA,Psittacara,leucophthalmus,skin study,left wing,culmen_CL,3.100
1010,Carnegie MNH,P72833,WEPA,Psittacara,leucophthalmus,skin study,left wing,culmen_CL,3.100
1015,Carnegie MNH,P91957,OCPA,Pyrilia,barrabandi,skin study,left wing,culmen_CL,2.500
1017,Carnegie MNH,P91958,OCPA,Pyrilia,barrabandi,skin study,left wing,culmen_CL,2.500
1019,Carnegie MNH,P96921,OCPA,Pyrilia,barrabandi,skin study,left wing,culmen_CL,2.700
1021,Florida MNH,10046,MEPA,Amazona,farinosa,skin study,left wing,mandib_SL,2.110
1023,Florida MNH,12524,BYMA,Ara,ararauna,skin study,right wing,mandib_SL,3.660
1025,Florida MNH,15624,RGMA,Ara,chloropterus,skin study,right wing,mandib_SL,4.060
1028,Florida MNH,4491,SCMA,Ara,macao,skin study,right wing,mandib_SL,4.690
1029,Florida MNH,4491,SCMA,Ara,macao,skin study,left wing,mandib_SL,3.690
1032,Florida MNH,37643,SCMA,Ara,macao,skin study,right wing,mandib_SL,3.800
1035,Florida MNH,37638,DHPA,Aratinga,weddellii,skin study,left wing,mandib_SL,1.460
1037,Florida MNH,37652,CWPA,Brotogeris,cyanoptera,skin study,right wing,mandib_SL,1.430
1039,Florida MNH,39658,WBPA,Pionites,leucogaster,skin study,right wing,mandib_SL,1.520
1040,Florida MNH,19167,OCPA,Pionopsitta,barrabandi,skin study,right wing,mandib_SL,0.990
1042,Florida MNH,12378,BHPA,Pionus,menstruus,skin study,right wing,mandib_SL,1.600
1043,Florida MNH,19166,BHPA,Pionus,menstruus,skin study,left wing,mandib_SL,1.460
1046,Carnegie MNH,P33810,MEPA,Amazona,farinosa,skin study,left wing,mandib_SL,1.987
1048,Carnegie MNH,P32229,MEPA,Amazona,farinosa,skin study,left wing,mandib_SL,2.395
1050,Carnegie MNH,P61975,MEPA,Amazona,farinosa,skin study,left wing,mandib_SL,2.170
1052,Carnegie MNH,P67902,MEPA,Amazona,farinosa,skin study,left wing,mandib_SL,2.010
1054,Carnegie MNH,P83121,MEPA,Amazona,farinosa,skin study,left wing,mandib_SL,2.110
1060,Carnegie MNH,P60438,YCPA,Amazona,ochrocephala,skin study,left wing,mandib_SL,1.910
1062,Carnegie MNH,P84234,YCPA,Amazona,ochrocephala,skin study,left wing,mandib_SL,1.890
1064,Carnegie MNH,P96477,YCPA,Amazona,ochrocephala,skin study,left wing,mandib_SL,2.160
1066,Carnegie MNH,P96478,YCPA,Amazona,ochrocephala,skin study,left wing,mandib_SL,2.380
1071,Carnegie MNH,P42994,BYMA,Ara,ararauna,skin study,left wing,mandib_SL,3.840
1073,Carnegie MNH,P38264,BYMA,Ara,ararauna,skin study,left wing,mandib_SL,4.160
1075,Carnegie MNH,P38309,BYMA,Ara,ararauna,skin study,left wing,mandib_SL,3.640
1077,Carnegie MNH,P43728,BYMA,Ara,ararauna,skin study,left wing,mandib_SL,3.240
1079,Carnegie MNH,P33815,RGMA,Ara,chloropterus,skin study,left wing,mandib_SL,4.630
1081,Carnegie MNH,P36190,RGMA,Ara,chloropterus,skin study,left wing,mandib_SL,4.700
1083,Carnegie MNH,P42862,RGMA,Ara,chloropterus,skin study,left wing,mandib_SL,4.300
1085,Carnegie MNH,P44057,RGMA,Ara,chloropterus,skin study,left wing,mandib_SL,4.500
1087,Carnegie MNH,P51882,RGMA,Ara,chloropterus,skin study,left wing,mandib_SL,4.100
1090,Carnegie MNH,P32371,SCMA,Ara,macao,skin study,left wing,mandib_SL,3.700
1092,Carnegie MNH,P68662,SCMA,Ara,macao,skin study,left wing,mandib_SL,3.800
1094,Carnegie MNH,P93893,SCMA,Ara,macao,skin study,left wing,mandib_SL,3.900
1098,Carnegie MNH,P120034,GRMA,Ara,severus,skin study,left wing,mandib_SL,2.110
1100,Carnegie MNH,P120035,GRMA,Ara,severus,skin study,left wing,mandib_SL,2.460
1102,Carnegie MNH,P78949,GRMA,Ara,severus,skin study,left wing,mandib_SL,2.360
1104,Carnegie MNH,P78988,GRMA,Ara,severus,skin study,left wing,mandib_SL,1.900
1106,Carnegie MNH,P93528,GRMA,Ara,severus,skin study,left wing,mandib_SL,2.190
1108,Carnegie MNH,P44066,DHPA,Aratinga,weddellii,skin study,left wing,mandib_SL,1.558
1110,Carnegie MNH,P44067,DHPA,Aratinga,weddellii,skin study,left wing,mandib_SL,1.510
1112,Carnegie MNH,P44069,DHPA,Aratinga,weddellii,skin study,left wing,mandib_SL,1.455
1114,Carnegie MNH,P44070,DHPA,Aratinga,weddellii,skin study,left wing,mandib_SL,1.360
1116,Carnegie MNH,P79544,DHPA,Aratinga,weddellii,skin study,left wing,mandib_SL,1.398
1118,Carnegie MNH,P79897,DHPA,Aratinga,weddellii,skin study,left wing,mandib_SL,1.353
1120,Carnegie MNH,P79898,DHPA,Aratinga,weddellii,skin study,left wing,mandib_SL,1.434
1122,Carnegie MNH,P94676,DHPA,Aratinga,weddellii,skin study,left wing,mandib_SL,2.000
1126,Carnegie MNH,P125060,CWPA,Brotogeris,cyanoptera,skin study,left wing,mandib_SL,1.040
1128,Carnegie MNH,P95683,CWPA,Brotogeris,cyanoptera,skin study,left wing,mandib_SL,0.860
1130,Carnegie MNH,P95790,CWPA,Brotogeris,cyanoptera,skin study,left wing,mandib_SL,1.000
1132,Carnegie MNH,P143555,0,Brotogeris,tirica,skin study,left wing,mandib_SL,0.850
1134,Carnegie MNH,P143559,0,Brotogeris,tirica,skin study,left wing,mandib_SL,0.930
1138,Carnegie MNH,P38445,DBPA,Forpus,modestus,skin study,left wing,mandib_SL,0.750
1140,Carnegie MNH,P38446,DBPA,Forpus,modestus,skin study,left wing,mandib_SL,0.800
1142,Carnegie MNH,P87913,DBPA,Forpus,modestus,skin study,left wing,mandib_SL,0.800
1144,Carnegie MNH,P88239,DBPA,Forpus,modestus,skin study,left wing,mandib_SL,0.700
1146,Carnegie MNH,P72174,GRMA,Orthopsittaca,manilatus,skin study,left wing,mandib_SL,1.670
1148,Carnegie MNH,P72387,GRMA,Orthopsittaca,manilatus,skin study,left wing,mandib_SL,1.600
1150,Carnegie MNH,P82626,GRMA,Orthopsittaca,manilatus,skin study,left wing,mandib_SL,1.700
1156,Carnegie MNH,P38342,WBPA,Pionites,leucogaster,skin study,left wing,mandib_SL,1.410
1158,Carnegie MNH,P38425,WBPA,Pionites,leucogaster,skin study,left wing,mandib_SL,1.640
1160,Carnegie MNH,P86662,WBPA,Pionites,leucogaster,skin study,left wing,mandib_SL,1.550
1165,Carnegie MNH,P119787,BHPA,Pionus,menstruus,skin study,left wing,mandib_SL,1.400
1167,Carnegie MNH,P78906,BHPA,Pionus,menstruus,skin study,left wing,mandib_SL,1.470
1169,Carnegie MNH,P78938,BHPA,Pionus,menstruus,skin study,left wing,mandib_SL,1.090
1171,Carnegie MNH,P78939,BHPA,Pionus,menstruus,skin study,left wing,mandib_SL,1.350
1174,Carnegie MNH,P120511,WEPA,Psittacara,leucophthalmus,skin study,left wing,mandib_SL,1.810
1176,Carnegie MNH,P38274,WEPA,Psittacara,leucophthalmus,skin study,left wing,mandib_SL,1.570
1178,Carnegie MNH,P44074,WEPA,Psittacara,leucophthalmus,skin study,left wing,mandib_SL,1.880
1180,Carnegie MNH,P72833,WEPA,Psittacara,leucophthalmus,skin study,left wing,mandib_SL,1.640
1185,Carnegie MNH,P91957,OCPA,Pyrilia,barrabandi,skin study,left wing,mandib_SL,0.820
1187,Carnegie MNH,P91958,OCPA,Pyrilia,barrabandi,skin study,left wing,mandib_SL,0.880
1189,Carnegie MNH,P96921,OCPA,Pyrilia,barrabandi,skin study,left wing,mandib_SL,1.000
1191,Florida MNH,10046,MEPA,Amazona,farinosa,skin study,left wing,mandib_CL,2.200
1193,Florida MNH,12524,BYMA,Ara,ararauna,skin study,right wing,mandib_CL,3.500
1195,Florida MNH,15624,RGMA,Ara,chloropterus,skin study,right wing,mandib_CL,4.000
1198,Florida MNH,4491,SCMA,Ara,macao,skin study,right wing,mandib_CL,4.800
1199,Florida MNH,4491,SCMA,Ara,macao,skin study,left wing,mandib_CL,3.700
1202,Florida MNH,37643,SCMA,Ara,macao,skin study,right wing,mandib_CL,3.900
1205,Florida MNH,37638,DHPA,Aratinga,weddellii,skin study,left wing,mandib_CL,1.510
1207,Florida MNH,37652,CWPA,Brotogeris,cyanoptera,skin study,right wing,mandib_CL,1.500
1209,Florida MNH,39658,WBPA,Pionites,leucogaster,skin study,right wing,mandib_CL,1.700
1210,Florida MNH,19167,OCPA,Pionopsitta,barrabandi,skin study,right wing,mandib_CL,1.200
1212,Florida MNH,12378,BHPA,Pionus,menstruus,skin study,right wing,mandib_CL,1.600
1213,Florida MNH,19166,BHPA,Pionus,menstruus,skin study,left wing,mandib_CL,1.500
1216,Carnegie MNH,P33810,MEPA,Amazona,farinosa,skin study,left wing,mandib_CL,2.100
1218,Carnegie MNH,P32229,MEPA,Amazona,farinosa,skin study,left wing,mandib_CL,2.400
1220,Carnegie MNH,P61975,MEPA,Amazona,farinosa,skin study,left wing,mandib_CL,2.100
1222,Carnegie MNH,P67902,MEPA,Amazona,farinosa,skin study,left wing,mandib_CL,1.900
1224,Carnegie MNH,P83121,MEPA,Amazona,farinosa,skin study,left wing,mandib_CL,2.400
1230,Carnegie MNH,P60438,YCPA,Amazona,ochrocephala,skin study,left wing,mandib_CL,2.200
1232,Carnegie MNH,P84234,YCPA,Amazona,ochrocephala,skin study,left wing,mandib_CL,1.900
1234,Carnegie MNH,P96477,YCPA,Amazona,ochrocephala,skin study,left wing,mandib_CL,2.500
1236,Carnegie MNH,P96478,YCPA,Amazona,ochrocephala,skin study,left wing,mandib_CL,2.200
1241,Carnegie MNH,P42994,BYMA,Ara,ararauna,skin study,left wing,mandib_CL,4.100
1243,Carnegie MNH,P38264,BYMA,Ara,ararauna,skin study,left wing,mandib_CL,4.000
1245,Carnegie MNH,P38309,BYMA,Ara,ararauna,skin study,left wing,mandib_CL,3.500
1247,Carnegie MNH,P43728,BYMA,Ara,ararauna,skin study,left wing,mandib_CL,3.500
1249,Carnegie MNH,P33815,RGMA,Ara,chloropterus,skin study,left wing,mandib_CL,4.800
1251,Carnegie MNH,P36190,RGMA,Ara,chloropterus,skin study,left wing,mandib_CL,5.000
1253,Carnegie MNH,P42862,RGMA,Ara,chloropterus,skin study,left wing,mandib_CL,4.500
1255,Carnegie MNH,P44057,RGMA,Ara,chloropterus,skin study,left wing,mandib_CL,4.500
1257,Carnegie MNH,P51882,RGMA,Ara,chloropterus,skin study,left wing,mandib_CL,4.400
1260,Carnegie MNH,P32371,SCMA,Ara,macao,skin study,left wing,mandib_CL,3.800
1262,Carnegie MNH,P68662,SCMA,Ara,macao,skin study,left wing,mandib_CL,4.000
1264,Carnegie MNH,P93893,SCMA,Ara,macao,skin study,left wing,mandib_CL,4.200
1268,Carnegie MNH,P120034,GRMA,Ara,severus,skin study,left wing,mandib_CL,2.400
1270,Carnegie MNH,P120035,GRMA,Ara,severus,skin study,left wing,mandib_CL,2.200
1272,Carnegie MNH,P78949,GRMA,Ara,severus,skin study,left wing,mandib_CL,2.300
1274,Carnegie MNH,P78988,GRMA,Ara,severus,skin study,left wing,mandib_CL,1.900
1276,Carnegie MNH,P93528,GRMA,Ara,severus,skin study,left wing,mandib_CL,2.200
1278,Carnegie MNH,P44066,DHPA,Aratinga,weddellii,skin study,left wing,mandib_CL,1.500
1280,Carnegie MNH,P44067,DHPA,Aratinga,weddellii,skin study,left wing,mandib_CL,1.400
1282,Carnegie MNH,P44069,DHPA,Aratinga,weddellii,skin study,left wing,mandib_CL,1.300
1284,Carnegie MNH,P44070,DHPA,Aratinga,weddellii,skin study,left wing,mandib_CL,1.300
1286,Carnegie MNH,P79544,DHPA,Aratinga,weddellii,skin study,left wing,mandib_CL,1.400
1288,Carnegie MNH,P79897,DHPA,Aratinga,weddellii,skin study,left wing,mandib_CL,1.500
1290,Carnegie MNH,P79898,DHPA,Aratinga,weddellii,skin study,left wing,mandib_CL,1.500
1292,Carnegie MNH,P94676,DHPA,Aratinga,weddellii,skin study,left wing,mandib_CL,1.700
1296,Carnegie MNH,P125060,CWPA,Brotogeris,cyanoptera,skin study,left wing,mandib_CL,1.200
1298,Carnegie MNH,P95683,CWPA,Brotogeris,cyanoptera,skin study,left wing,mandib_CL,1.000
1300,Carnegie MNH,P95790,CWPA,Brotogeris,cyanoptera,skin study,left wing,mandib_CL,1.000
1302,Carnegie MNH,P143555,0,Brotogeris,tirica,skin study,left wing,mandib_CL,1.000
1304,Carnegie MNH,P143559,0,Brotogeris,tirica,skin study,left wing,mandib_CL,1.000
1308,Carnegie MNH,P38445,DBPA,Forpus,modestus,skin study,left wing,mandib_CL,0.800
1310,Carnegie MNH,P38446,DBPA,Forpus,modestus,skin study,left wing,mandib_CL,0.800
1312,Carnegie MNH,P87913,DBPA,Forpus,modestus,skin study,left wing,mandib_CL,0.800
1314,Carnegie MNH,P88239,DBPA,Forpus,modestus,skin study,left wing,mandib_CL,0.800
1316,Carnegie MNH,P72174,GRMA,Orthopsittaca,manilatus,skin study,left wing,mandib_CL,1.700
1318,Carnegie MNH,P72387,GRMA,Orthopsittaca,manilatus,skin study,left wing,mandib_CL,1.900
1320,Carnegie MNH,P82626,GRMA,Orthopsittaca,manilatus,skin study,left wing,mandib_CL,1.800
1326,Carnegie MNH,P38342,WBPA,Pionites,leucogaster,skin study,left wing,mandib_CL,1.600
1328,Carnegie MNH,P38425,WBPA,Pionites,leucogaster,skin study,left wing,mandib_CL,1.500
1330,Carnegie MNH,P86662,WBPA,Pionites,leucogaster,skin study,left wing,mandib_CL,1.800
1335,Carnegie MNH,P119787,BHPA,Pionus,menstruus,skin study,left wing,mandib_CL,1.500
1337,Carnegie MNH,P78906,BHPA,Pionus,menstruus,skin study,left wing,mandib_CL,1.500
1339,Carnegie MNH,P78938,BHPA,Pionus,menstruus,skin study,left wing,mandib_CL,1.200
1341,Carnegie MNH,P78939,BHPA,Pionus,menstruus,skin study,left wing,mandib_CL,1.500
1344,Carnegie MNH,P120511,WEPA,Psittacara,leucophthalmus,skin study,left wing,mandib_CL,1.900
1346,Carnegie MNH,P38274,WEPA,Psittacara,leucophthalmus,skin study,left wing,mandib_CL,1.500
1348,Carnegie MNH,P44074,WEPA,Psittacara,leucophthalmus,skin study,left wing,mandib_CL,1.800
1350,Carnegie MNH,P72833,WEPA,Psittacara,leucophthalmus,skin study,left wing,mandib_CL,1.900
1355,Carnegie MNH,P91957,OCPA,Pyrilia,barrabandi,skin study,left wing,mandib_CL,1.000
1357,Carnegie MNH,P91958,OCPA,Pyrilia,barrabandi,skin study,left wing,mandib_CL,0.900
1359,Carnegie MNH,P96921,OCPA,Pyrilia,barrabandi,skin study,left wing,mandib_CL,1.000
1361,Florida MNH,10046,MEPA,Amazona,farinosa,skin study,left wing,culm_mand_SL,5.850
1363,Florida MNH,12524,BYMA,Ara,ararauna,skin study,right wing,culm_mand_SL,10.160
1365,Florida MNH,15624,RGMA,Ara,chloropterus,skin study,right wing,culm_mand_SL,10.460
1368,Florida MNH,4491,SCMA,Ara,macao,skin study,right wing,culm_mand_SL,11.650
1369,Florida MNH,4491,SCMA,Ara,macao,skin study,left wing,culm_mand_SL,9.923
1372,Florida MNH,37643,SCMA,Ara,macao,skin study,right wing,culm_mand_SL,10.251
1375,Florida MNH,37638,DHPA,Aratinga,weddellii,skin study,left wing,culm_mand_SL,3.610
1377,Florida MNH,37652,CWPA,Brotogeris,cyanoptera,skin study,right wing,culm_mand_SL,3.230
1379,Florida MNH,39658,WBPA,Pionites,leucogaster,skin study,right wing,culm_mand_SL,3.940
1380,Florida MNH,19167,OCPA,Pionopsitta,barrabandi,skin study,right wing,culm_mand_SL,3.318
1382,Florida MNH,12378,BHPA,Pionus,menstruus,skin study,right wing,culm_mand_SL,4.430
1383,Florida MNH,19166,BHPA,Pionus,menstruus,skin study,left wing,culm_mand_SL,4.280
1386,Carnegie MNH,P33810,MEPA,Amazona,farinosa,skin study,left wing,culm_mand_SL,5.517
1388,Carnegie MNH,P32229,MEPA,Amazona,farinosa,skin study,left wing,culm_mand_SL,6.440
1390,Carnegie MNH,P61975,MEPA,Amazona,farinosa,skin study,left wing,culm_mand_SL,6.170
1392,Carnegie MNH,P67902,MEPA,Amazona,farinosa,skin study,left wing,culm_mand_SL,5.676
1394,Carnegie MNH,P83121,MEPA,Amazona,farinosa,skin study,left wing,culm_mand_SL,6.330
1400,Carnegie MNH,P60438,YCPA,Amazona,ochrocephala,skin study,left wing,culm_mand_SL,5.700
1402,Carnegie MNH,P84234,YCPA,Amazona,ochrocephala,skin study,left wing,culm_mand_SL,5.640
1404,Carnegie MNH,P96477,YCPA,Amazona,ochrocephala,skin study,left wing,culm_mand_SL,6.120
1406,Carnegie MNH,P96478,YCPA,Amazona,ochrocephala,skin study,left wing,culm_mand_SL,6.160
1411,Carnegie MNH,P42994,BYMA,Ara,ararauna,skin study,left wing,culm_mand_SL,11.090
1413,Carnegie MNH,P38264,BYMA,Ara,ararauna,skin study,left wing,culm_mand_SL,10.930
1415,Carnegie MNH,P38309,BYMA,Ara,ararauna,skin study,left wing,culm_mand_SL,9.830
1417,Carnegie MNH,P43728,BYMA,Ara,ararauna,skin study,left wing,culm_mand_SL,9.570
1419,Carnegie MNH,P33815,RGMA,Ara,chloropterus,skin study,left wing,culm_mand_SL,12.930
1421,Carnegie MNH,P36190,RGMA,Ara,chloropterus,skin study,left wing,culm_mand_SL,13.020
1423,Carnegie MNH,P42862,RGMA,Ara,chloropterus,skin study,left wing,culm_mand_SL,12.388
1425,Carnegie MNH,P44057,RGMA,Ara,chloropterus,skin study,left wing,culm_mand_SL,12.830
1427,Carnegie MNH,P51882,RGMA,Ara,chloropterus,skin study,left wing,culm_mand_SL,12.060
1430,Carnegie MNH,P32371,SCMA,Ara,macao,skin study,left wing,culm_mand_SL,10.700
1432,Carnegie MNH,P68662,SCMA,Ara,macao,skin study,left wing,culm_mand_SL,11.000
1434,Carnegie MNH,P93893,SCMA,Ara,macao,skin study,left wing,culm_mand_SL,11.110
1438,Carnegie MNH,P120034,GRMA,Ara,severus,skin study,left wing,culm_mand_SL,5.654
1440,Carnegie MNH,P120035,GRMA,Ara,severus,skin study,left wing,culm_mand_SL,6.060
1442,Carnegie MNH,P78949,GRMA,Ara,severus,skin study,left wing,culm_mand_SL,6.040
1444,Carnegie MNH,P78988,GRMA,Ara,severus,skin study,left wing,culm_mand_SL,5.390
1446,Carnegie MNH,P93528,GRMA,Ara,severus,skin study,left wing,culm_mand_SL,5.840
1448,Carnegie MNH,P44066,DHPA,Aratinga,weddellii,skin study,left wing,culm_mand_SL,3.648
1450,Carnegie MNH,P44067,DHPA,Aratinga,weddellii,skin study,left wing,culm_mand_SL,3.540
1452,Carnegie MNH,P44069,DHPA,Aratinga,weddellii,skin study,left wing,culm_mand_SL,3.613
1454,Carnegie MNH,P44070,DHPA,Aratinga,weddellii,skin study,left wing,culm_mand_SL,3.340
1456,Carnegie MNH,P79544,DHPA,Aratinga,weddellii,skin study,left wing,culm_mand_SL,3.428
